best_cost
1.829252286270042532e+04
1.774235105933398518e+04
1.500114156777719654e+04
6.667009666999579167e+03
6.667009666999579167e+03
5.483835162690365905e+03
5.483835162690365905e+03
5.483835162690365905e+03
4.594716408405403854e+03
4.594716408405403854e+03
4.594716408405403854e+03
2.509182197192351850e+03
2.509182197192351850e+03
2.509182197192351850e+03
2.509182197192351850e+03
2.509182197192351850e+03
2.509182197192351850e+03
1.629822158939815154e+03
1.629822158939815154e+03
1.629822158939815154e+03
1.629822158939815154e+03
1.629822158939815154e+03
1.629822158939815154e+03
1.629822158939815154e+03
1.629822158939815154e+03
1.629822158939815154e+03
1.567362497809688648e+03
1.567362497809688648e+03
1.205369686262575215e+03
1.205369686262575215e+03
1.205369686262575215e+03
5.277765493905048970e+02
5.277765493905048970e+02
5.277765493905048970e+02
5.277765493905048970e+02
3.707906593975321812e+02
3.707906593975321812e+02
3.707906593975321812e+02
3.707906593975321812e+02
3.707906593975321812e+02
3.707906593975321812e+02
3.707906593975321812e+02
3.707906593975321812e+02
3.707906593975321812e+02
3.707906593975321812e+02
3.707906593975321812e+02
3.707906593975321812e+02
3.690744577130241169e+02
3.690744577130241169e+02
3.690744577130241169e+02
3.449013544756680858e+02
3.449013544756680858e+02
3.449013544756680858e+02
3.274500190527469385e+02
3.274500190527469385e+02
3.176018535172306088e+02
3.176018535172306088e+02
3.176018535172306088e+02
3.176018535172306088e+02
3.176018535172306088e+02
3.176018535172306088e+02
3.176018535172306088e+02
3.176018535172306088e+02
3.176018535172306088e+02
3.176018535172306088e+02
3.176018535172306088e+02
3.176018535172306088e+02
3.109423303748488365e+02
3.109423303748488365e+02
3.109423303748488365e+02
3.109423303748488365e+02
3.109423303748488365e+02
3.109423303748488365e+02
3.109423303748488365e+02
3.109423303748488365e+02
3.109423303748488365e+02
3.109423303748488365e+02
3.109423303748488365e+02
3.109423303748488365e+02
3.109423303748488365e+02
3.109423303748488365e+02
3.109423303748488365e+02
3.109423303748488365e+02
3.109423303748488365e+02
2.866102901276842090e+02
2.808975051257850168e+02
2.247172477770018872e+02
2.247172477770018872e+02
2.247172477770018872e+02
2.147852290112400624e+02
2.147852290112400624e+02
2.147852290112400624e+02
2.147852290112400624e+02
2.147852290112400624e+02
2.147852290112400624e+02
2.075582367072414343e+02
2.075582367072414343e+02
2.075582367072414343e+02
2.070074744900885833e+02
2.070074744900885833e+02
2.070074744900885833e+02
2.070074744900885833e+02
2.062036907810469017e+02
2.056934527915524313e+02
2.056934527915524313e+02
2.056934527915524313e+02
2.056934527915524313e+02
2.009396187185801637e+02
2.009396187185801637e+02
1.985955205779923176e+02
1.985955205779923176e+02
1.985955205779923176e+02
1.906019638868329480e+02
1.594360654285941621e+02
1.356247957576094052e+02
1.356247957576094052e+02
1.356247957576094052e+02
1.356247957576094052e+02
1.356247957576094052e+02
1.356247957576094052e+02
