t,u,v,w,p,q,r,phi,theta,psi,north,east,down,aileron,elevator,rudder,throttle1,throttle2
1.400000000000000000e+01,1.235650661118369271e+02,0.000000000000000000e+00,-1.203683723121078408e+01,0.000000000000000000e+00,-2.657474375720556611e-03,0.000000000000000000e+00,0.000000000000000000e+00,-6.443317341245636820e-01,0.000000000000000000e+00,1.276067896614456913e+03,0.000000000000000000e+00,4.473115616975751436e+02,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
1.500000000000000000e+01,1.274570432732441105e+02,0.000000000000000000e+00,-1.237505720787274655e+01,0.000000000000000000e+00,2.126344654391431731e-03,0.000000000000000000e+00,0.000000000000000000e+00,-6.445889731771465847e-01,0.000000000000000000e+00,1.383641352517390487e+03,0.000000000000000000e+00,5.129533267100853209e+02,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
1.600000000000000000e+01,1.311660938679436015e+02,0.000000000000000000e+00,-1.268381355216988560e+01,0.000000000000000000e+00,6.339207162984800484e-03,0.000000000000000000e+00,0.000000000000000000e+00,-6.402871782506902587e-01,0.000000000000000000e+00,1.494585047292331865e+03,0.000000000000000000e+00,5.804080253183344666e+02,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
1.700000000000000000e+01,1.346587377899120384e+02,0.000000000000000000e+00,-1.298229826149110444e+01,0.000000000000000000e+00,9.971296327291902933e-03,0.000000000000000000e+00,0.000000000000000000e+00,-6.321030963488500909e-01,0.000000000000000000e+00,1.609026991399853841e+03,0.000000000000000000e+00,6.490742947980877489e+02,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
1.800000000000000000e+01,1.379108925248146704e+02,0.000000000000000000e+00,-1.325847802046697055e+01,0.000000000000000000e+00,1.321640444449218889e-02,0.000000000000000000e+00,0.000000000000000000e+00,-6.204693315400581222e-01,0.000000000000000000e+00,1.727047017784545005e+03,0.000000000000000000e+00,7.183575998373091807e+02,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
1.900000000000000000e+01,1.409025482555773863e+02,0.000000000000000000e+00,-1.351260455588779408e+01,0.000000000000000000e+00,1.598450544019962283e-02,0.000000000000000000e+00,0.000000000000000000e+00,-6.058332143280592552e-01,0.000000000000000000e+00,1.848675842499892724e+03,0.000000000000000000e+00,7.876739857413914478e+02,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
2.000000000000000000e+01,1.436187401500188798e+02,0.000000000000000000e+00,-1.374374643618035563e+01,0.000000000000000000e+00,1.836338787716259788e-02,0.000000000000000000e+00,0.000000000000000000e+00,-5.886276906455610858e-01,0.000000000000000000e+00,1.973892823598843279e+03,0.000000000000000000e+00,8.564582342525493459e+02,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
2.100000000000000000e+01,1.460490488307577550e+02,0.000000000000000000e+00,-1.394989180018836805e+01,0.000000000000000000e+00,2.035831146239596226e-02,0.000000000000000000e+00,0.000000000000000000e+00,-5.692355032088527445e-01,0.000000000000000000e+00,2.102625162159879892e+03,0.000000000000000000e+00,9.241725376984663853e+02,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
2.200000000000000000e+01,1.481868801148335706e+02,0.000000000000000000e+00,-1.413100521652802399e+01,0.000000000000000000e+00,2.199928964944794854e-02,0.000000000000000000e+00,0.000000000000000000e+00,-5.480286099984762460e-01,0.000000000000000000e+00,2.234749583668241030e+03,0.000000000000000000e+00,9.903131204266766190e+02,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
2.300000000000000000e+01,1.500293699111985575e+02,0.000000000000000000e+00,-1.428636740070281341e+01,0.000000000000000000e+00,2.330979738570283094e-02,0.000000000000000000e+00,0.000000000000000000e+00,-5.253471880862812249e-01,0.000000000000000000e+00,2.370094907679839707e+03,0.000000000000000000e+00,1.054417433200576397e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
2.400000000000000000e+01,1.515768844059652736e+02,0.000000000000000000e+00,-1.441609333263597215e+01,0.000000000000000000e+00,2.431025680801577118e-02,0.000000000000000000e+00,0.000000000000000000e+00,-5.015123297915110578e-01,0.000000000000000000e+00,2.508446322212935229e+03,0.000000000000000000e+00,1.116069860893937403e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
2.500000000000000000e+01,1.528327847435719775e+02,0.000000000000000000e+00,-1.452034215493784153e+01,0.000000000000000000e+00,2.502193204545551455e-02,0.000000000000000000e+00,0.000000000000000000e+00,-4.768229140124307097e-01,0.000000000000000000e+00,2.649550666584911141e+03,0.000000000000000000e+00,1.174906700793554364e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
2.600000000000000000e+01,1.538030936858171174e+02,0.000000000000000000e+00,-1.459961986381125598e+01,0.000000000000000000e+00,2.546332176971558697e-02,0.000000000000000000e+00,0.000000000000000000e+00,-4.515585606002051056e-01,0.000000000000000000e+00,2.793122679966053511e+03,0.000000000000000000e+00,1.230619873413437517e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
2.700000000000000000e+01,1.544962244591317244e+02,0.000000000000000000e+00,-1.465462219106457553e+01,0.000000000000000000e+00,2.565278575244910389e-02,0.000000000000000000e+00,0.000000000000000000e+00,-4.259802278531580888e-01,0.000000000000000000e+00,2.938851873871690259e+03,0.000000000000000000e+00,1.282959425016253135e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
2.800000000000000000e+01,1.549227017064834797e+02,0.000000000000000000e+00,-1.468625482234719115e+01,0.000000000000000000e+00,2.560733858673360300e-02,0.000000000000000000e+00,0.000000000000000000e+00,-4.003312889210440262e-01,0.000000000000000000e+00,3.086409774701416154e+03,0.000000000000000000e+00,1.331734739805166328e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
2.900000000000000000e+01,1.550948990246921824e+02,0.000000000000000000e+00,-1.469559395338792385e+01,0.000000000000000000e+00,2.534344533541532662e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.748383562309144934e-01,0.000000000000000000e+00,3.235457260878464240e+03,0.000000000000000000e+00,1.376814487606886132e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
3.000000000000000000e+01,1.550267844055695434e+02,0.000000000000000000e+00,-1.468386570783164480e+01,0.000000000000000000e+00,2.487681493516487319e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.497119722249971141e-01,0.000000000000000000e+00,3.385651743255915335e+03,0.000000000000000000e+00,1.418125371667501668e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
3.100000000000000000e+01,1.547336766060853392e+02,0.000000000000000000e+00,-1.465242296475494932e+01,0.000000000000000000e+00,2.422263537613539644e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.251472368260265866e-01,0.000000000000000000e+00,3.536653966457199658e+03,0.000000000000000000e+00,1.455649780513508404e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
3.200000000000000000e+01,1.542320129464464742e+02,0.000000000000000000e+00,-1.460272309799837132e+01,0.000000000000000000e+00,2.339559990279010265e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.013243159438789842e-01,0.000000000000000000e+00,3.688134244193360701e+03,0.000000000000000000e+00,1.489422485014092217e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
3.300000000000000000e+01,1.535391295477481037e+02,0.000000000000000000e+00,-1.453630792733951438e+01,0.000000000000000000e+00,2.241001357093188109e-02,0.000000000000000000e+00,0.000000000000000000e+00,-2.784088836504853837e-01,0.000000000000000000e+00,3.839777983589113319e+03,0.000000000000000000e+00,1.519526542286092308e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
3.400000000000000000e+01,1.526730551957930686e+02,0.000000000000000000e+00,-1.445478426396190130e+01,0.000000000000000000e+00,2.127986370478068129e-02,0.000000000000000000e+00,0.000000000000000000e+00,-2.565524740663570613e-01,0.000000000000000000e+00,3.991290396188566774e+03,0.000000000000000000e+00,1.546088583175377380e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
3.500000000000000000e+01,1.516523195111766427e+02,0.000000000000000000e+00,-1.435980636687778222e+01,0.000000000000000000e+00,2.001890507919628498e-02,0.000000000000000000e+00,0.000000000000000000e+00,-2.358927574549569139e-01,0.000000000000000000e+00,4.142400335961376186e+03,0.000000000000000000e+00,1.569273662761073183e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
3.600000000000000000e+01,1.504957759595003495e+02,0.000000000000000000e+00,-1.425305957529856116e+01,0.000000000000000000e+00,1.864074324287255321e-02,0.000000000000000000e+00,0.000000000000000000e+00,-2.165537309550870648e-01,0.000000000000000000e+00,4.292863244070901601e+03,0.000000000000000000e+00,1.589279848854557713e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
3.700000000000000000e+01,1.492224396930248247e+02,0.000000000000000000e+00,-1.413624552662572498e+01,0.000000000000000000e+00,1.715892325498611856e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.986458240166149858e-01,0.000000000000000000e+00,4.442463215222635881e+03,0.000000000000000000e+00,1.606332711075708175e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
3.800000000000000000e+01,1.478513398186994436e+02,0.000000000000000000e+00,-1.401106868060395350e+01,0.000000000000000000e+00,1.558702162919382329e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.822659130460503873e-01,0.000000000000000000e+00,4.591014229728058126e+03,0.000000000000000000e+00,1.620679855563716501e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
3.900000000000000000e+01,1.464013851894398783e+02,0.000000000000000000e+00,-1.387922415206352689e+01,0.000000000000000000e+00,1.393874040381543229e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.674972430618582586e-01,0.000000000000000000e+00,4.738360618502691068e+03,0.000000000000000000e+00,1.632585628965484602e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
4.000000000000000000e+01,1.448912423987231648e+02,0.000000000000000000e+00,-1.374238664978537905e+01,0.000000000000000000e+00,1.222800065313817651e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.544092551815418601e-01,0.000000000000000000e+00,4.884376844912741035e+03,0.000000000000000000e+00,1.642326091979508419e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
4.100000000000000000e+01,1.433392242782925905e+02,0.000000000000000000e+00,-1.360220035323540877e+01,0.000000000000000000e+00,1.046903114566282225e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.430573226601560832e-01,0.000000000000000000e+00,5.028966697990380453e+03,0.000000000000000000e+00,1.650184338836328607e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
4.200000000000000000e+01,1.417631869176794623e+02,0.000000000000000000e+00,-1.346026949570742559e+01,0.000000000000000000e+00,8.676446712256669427e-03,0.000000000000000000e+00,0.000000000000000000e+00,-1.334824028774481697e-01,0.000000000000000000e+00,5.172061996626396649e+03,0.000000000000000000e+00,1.656446215992094039e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
4.300000000000000000e+01,1.401804330511452292e+02,0.000000000000000000e+00,-1.331814941571898991e+01,0.000000000000000000e+00,6.865309319934819951e-03,0.000000000000000000e+00,0.000000000000000000e+00,-1.257106189786547923e-01,0.000000000000000000e+00,5.313620904697762853e+03,0.000000000000000000e+00,1.661396471983277706e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
4.400000000000000000e+01,1.386076196209934608e+02,0.000000000000000000e+00,-1.317733783017141569e+01,0.000000000000000000e+00,5.051163761177611400e-03,0.000000000000000000e+00,0.000000000000000000e+00,-1.197527924118695353e-01,0.000000000000000000e+00,5.453625953574533014e+03,0.000000000000000000e+00,1.665315351558471320e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
4.500000000000000000e+01,1.370606674420755269e+02,0.000000000000000000e+00,-1.303926609871508369e+01,0.000000000000000000e+00,3.250038940883019298e-03,0.000000000000000000e+00,0.000000000000000000e+00,-1.156039562040261509e-01,0.000000000000000000e+00,5.592081861975926586e+03,0.000000000000000000e+00,1.668475631312650876e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
4.600000000000000000e+01,1.355546711749223050e+02,0.000000000000000000e+00,-1.290529028576358606e+01,0.000000000000000000e+00,1.478405451351277444e-03,0.000000000000000000e+00,0.000000000000000000e+00,-1.132428880353119338e-01,0.000000000000000000e+00,5.729013234570104942e+03,0.000000000000000000e+00,1.671140081310345977e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
4.700000000000000000e+01,1.341038082703104521e+02,0.000000000000000000e+00,-1.277668188752909728e+01,0.000000000000000000e+00,-2.469194160816998683e-04,0.000000000000000000e+00,0.000000000000000000e+00,-1.126317113276210369e-01,0.000000000000000000e+00,5.864462210810373108e+03,0.000000000000000000e+00,1.673559327611942308e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
4.800000000000000000e+01,1.327212461716227381e+02,0.000000000000000000e+00,-1.265461817746009565e+01,0.000000000000000000e+00,-1.908926571216900195e-03,0.000000000000000000e+00,0.000000000000000000e+00,-1.137156207587970980e-01,0.000000000000000000e+00,5.998486124933380779e+03,0.000000000000000000e+00,1.675970084073800990e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
4.900000000000000000e+01,1.314190478344144708e+02,0.000000000000000000e+00,-1.254017223111925006e+01,0.000000000000000000e+00,-3.490634556989791366e-03,0.000000000000000000e+00,0.000000000000000000e+00,-1.164227947064103430e-01,0.000000000000000000e+00,6.131155227346927859e+03,0.000000000000000000e+00,1.678593718028834473e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
5.000000000000000000e+01,1.302080765087403336e+02,0.000000000000000000e+00,-1.243430281503177426e+01,0.000000000000000000e+00,-4.975374082159822638e-03,0.000000000000000000e+00,0.000000000000000000e+00,-1.206645598297809707e-01,0.000000000000000000e+00,6.262550507214379650e+03,0.000000000000000000e+00,1.681635113143623812e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
5.100000000000000000e+01,1.290979016730693161e+02,0.000000000000000000e+00,-1.233784445231066407e+01,0.000000000000000000e+00,-6.347132924888100255e-03,0.000000000000000000e+00,0.000000000000000000e+00,-1.263358710132946039e-01,0.000000000000000000e+00,6.392761646189192106e+03,0.000000000000000000e+00,1.685281793516697689e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
5.200000000000000000e+01,1.280967089336758704e+02,0.000000000000000000e+00,-1.225149809612652163e+01,0.000000000000000000e+00,-7.590950240248001135e-03,0.000000000000000000e+00,0.000000000000000000e+00,-1.333161621044008649e-01,0.000000000000000000e+00,6.521885124162049578e+03,0.000000000000000000e+00,1.689703275528235281e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
5.300000000000000000e+01,1.272112175196702708e+02,0.000000000000000000e+00,-1.217582293267126481e+01,0.000000000000000000e+00,-8.693342697576347117e-03,0.000000000000000000e+00,0.000000000000000000e+00,-1.414706086091852832e-01,0.000000000000000000e+00,6.650022489654558740e+03,0.000000000000000000e+00,1.695050617658551573e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
5.400000000000000000e+01,1.264466096130743011e+02,0.000000000000000000e+00,-1.211122988043406146e+01,0.000000000000000000e+00,-9.642738711615077285e-03,0.000000000000000000e+00,0.000000000000000000e+00,-1.506518227772846719e-01,0.000000000000000000e+00,6.777278800199690522e+03,0.000000000000000000e+00,1.701456143043554675e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
5.500000000000000000e+01,1.258064760622014688e+02,0.000000000000000000e+00,-1.205797733829104246e+01,0.000000000000000000e+00,-1.042989228766026850e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.607019752396124102e-01,0.000000000000000000e+00,6.903761231695636525e+03,0.000000000000000000e+00,1.709033314517940198e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
5.600000000000000000e+01,1.252927829605853560e+02,0.000000000000000000e+00,-1.201616965453921715e+01,0.000000000000000000e+00,-1.104824565207758111e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.714553074715801928e-01,0.000000000000000000e+00,7.029577850328548266e+03,0.000000000000000000e+00,1.717876746917025457e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
5.700000000000000000e+01,1.249058630924650544e+02,0.000000000000000000e+00,-1.198575864657485468e+01,0.000000000000000000e+00,-1.149421065934704347e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.827409686489150364e-01,0.000000000000000000e+00,7.154836536239678935e+03,0.000000000000000000e+00,1.728062346102684614e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
5.800000000000000000e+01,1.246444353547582011e+02,0.000000000000000000e+00,-1.196654831182652501e+01,0.000000000000000000e+00,-1.176734331543461201e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.943860823338327548e-01,0.000000000000000000e+00,7.279644044690076043e+03,0.000000000000000000e+00,1.739647568234199071e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
5.900000000000000000e+01,1.245056540212555092e+02,0.000000000000000000e+00,-1.195820265956897899e+01,0.000000000000000000e+00,-1.187039342654446980e-02,0.000000000000000000e+00,0.000000000000000000e+00,-2.062189263520945448e-01,0.000000000000000000e+00,7.404105188086425187e+03,0.000000000000000000e+00,1.752671795976640396e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
6.000000000000000000e+01,1.244851882224862010e+02,0.000000000000000000e+00,-1.196025638970446181e+01,0.000000000000000000e+00,-1.180922155602521714e-02,0.000000000000000000e+00,0.000000000000000000e+00,-2.180720961573837380e-01,0.000000000000000000e+00,7.528322120910016565e+03,0.000000000000000000e+00,1.767156830471063131e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
6.100000000000000000e+01,1.245773304154857186e+02,0.000000000000000000e+00,-1.197212797605209822e+01,0.000000000000000000e+00,-1.159258683404741815e-02,0.000000000000000000e+00,0.000000000000000000e+00,-2.297855198080820671e-01,0.000000000000000000e+00,7.652393709355299507e+03,0.000000000000000000e+00,1.783107498925611026e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
6.200000000000000000e+01,1.247751310692379576e+02,0.000000000000000000e+00,-1.199313459788943348e+01,0.000000000000000000e+00,-1.123182014120115146e-02,0.000000000000000000e+00,0.000000000000000000e+00,-2.412092018129746163e-01,0.000000000000000000e+00,7.776414968315652914e+03,0.000000000000000000e+00,1.800512377669137095e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
