t,u,v,w,p,q,r,phi,theta,psi,north,east,down,aileron,elevator,rudder,throttle1,throttle2
1.000000000000000000e+01,1.012152466549176921e+02,6.160911172547309800e-01,-9.807013729964072724e+00,-8.367862336937119394e-02,-1.862434641058589944e-04,-5.378543662997966462e-02,-8.594611717673790174e-01,-6.212329550135751166e-01,-1.386559087028083059e-01,8.331918788545546022e+02,-5.912864721813552649e+01,2.120546270845898391e+02,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
1.100000000000000000e+01,1.054451340070916672e+02,2.879253446204806388e-01,-1.003506345274851164e+01,-7.916607836804723242e-02,7.665540178544419901e-03,-4.869437513093845260e-02,-9.218916831224778230e-01,-6.563510122635083377e-01,-1.810409742395643895e-01,9.177318553068098481e+02,-8.011510385409404478e+01,2.682660716823083931e+02,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
1.200000000000000000e+01,1.098164105845679615e+02,4.028298593054516208e-01,-1.051711796158679491e+01,-6.664696630417520085e-02,1.486429592553116519e-02,-5.343701555529929009e-02,-9.580361992776353919e-01,-6.925165041572005631e-01,-2.321147524269004947e-01,1.002182221809034445e+03,-1.059225354936122159e+02,3.304160637356304733e+02,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
1.300000000000000000e+01,1.143045493123213703e+02,3.783107267174954380e-01,-1.090275835028186435e+01,-7.572858918284729179e-02,2.291849452475078902e-02,-4.518800370096613672e-02,-9.952015996717028523e-01,-7.221485458150342929e-01,-2.888485855879677766e-01,1.086198575015329197e+03,-1.370848709561672365e+02,3.983284913028885512e+02,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
1.400000000000000000e+01,1.188438876457941831e+02,3.246812874170014185e-01,-1.130504871547067225e+01,-6.236339654205760863e-02,2.928781753999954232e-02,-4.772679985146938836e-02,-1.020351355654947723e+00,-7.476500109727819421e-01,-3.521382822245601174e-01,1.169331481109640208e+03,-1.741720067563880718e+02,4.717807890376032560e+02,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
1.500000000000000000e+01,1.233858508418890523e+02,3.673756247979811373e-01,-1.170489530220939400e+01,-6.784670110807475285e-02,3.478025493270379964e-02,-4.238057986123583420e-02,-1.037774845521333367e+00,-7.698035048917438727e-01,-4.222254816472769678e-01,1.251041530899711461e+03,-2.177194370506836663e+02,5.504993759075290427e+02,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
1.600000000000000000e+01,1.278870235216383406e+02,3.142628199969625391e-01,-1.211594168393001247e+01,-6.000977652943723095e-02,3.985542051198599778e-02,-4.243686029602179027e-02,-1.048633737889808071e+00,-7.875576837821373077e-01,-4.973892932332206196e-01,1.330681451139748788e+03,-2.682071387047909639e+02,6.341818125673881923e+02,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
1.700000000000000000e+01,1.323117679220571858e+02,3.364317453744792852e-01,-1.249932191973948115e+01,-6.172645620786982451e-02,4.418470106464341546e-02,-3.906570329525178853e-02,-1.051660801875836437e+00,-8.020683612894989878e-01,-5.786137921156381259e-01,1.407518196870033307e+03,-3.260337615592944189e+02,7.224834677632902640e+02,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
1.800000000000000000e+01,1.366230756878842669e+02,3.119165679238645739e-01,-1.288920230633556407e+01,-5.735772343887437369e-02,4.797385419747270119e-02,-3.827210131101145552e-02,-1.049107690308832774e+00,-8.126898384568916889e-01,-6.642226560406278013e-01,1.480731169047812955e+03,-3.915142585897389154e+02,8.150165671542880546e+02,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
1.900000000000000000e+01,1.407933198836689428e+02,3.120569939281739869e-01,-1.325530265721488909e+01,-5.723234313455287381e-02,5.131549784112025836e-02,-3.598295126246163489e-02,-1.041074789954083313e+00,-8.198464634236574122e-01,-7.541986795041722980e-01,1.549435852182734152e+03,-4.648435673337602907e+02,9.113547198089047470e+02,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
2.000000000000000000e+01,1.447944811344546849e+02,3.054695620791610944e-01,-1.361212626434509687e+01,-5.480770510914404620e-02,5.420568381203269559e-02,-3.497656307654762459e-02,-1.028467512582475374e+00,-8.234589859285548208e-01,-8.474977586618023251e-01,1.612693826966109327e+03,-5.460928296488463047e+02,1.011032183994906177e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
2.100000000000000000e+01,1.486040825740552975e+02,2.958696147966821677e-01,-1.394870204125139068e+01,-5.375592732355798098e-02,5.671828952275138891e-02,-3.348673696996506272e-02,-1.012620326713668861e+00,-8.235513805129641707e-01,-9.433911989838226209e-01,1.669538218565716534e+03,-6.351896771551387246e+02,1.113548719511400805e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
2.200000000000000000e+01,1.522015380766382293e+02,2.943018477658474463e-01,-1.426718546665161291e+01,-5.241923747603637052e-02,5.889375133761265424e-02,-3.247861459698157122e-02,-9.939236864818117301e-01,-8.203313549817458084e-01,-1.041129194578531703e+00,1.718993177173639651e+03,-7.319118903954605457e+02,1.218374329454398776e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
2.300000000000000000e+01,1.555696767392872175e+02,2.851412166127346715e-01,-1.456487715374413838e+01,-5.110389481509192838e-02,6.075055475741783506e-02,-3.156452213062582723e-02,-9.737716138025971357e-01,-8.138093566532067502e-01,-1.139832520080350742e+00,1.760099860127058719e+03,-8.358809417754174547e+02,1.324955660712468671e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
2.400000000000000000e+01,1.586940492295402692e+02,2.812623674457981893e-01,-1.484034580379175594e+01,-5.013983977649438123e-02,6.233059592663798415e-02,-3.075389691981719395e-02,-9.526975276277926952e-01,-8.042493486423099025e-01,-1.238862317098779364e+00,1.791940549153188840e+03,-9.465617285875001699e+02,1.432723780295106280e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
2.500000000000000000e+01,1.615629546179148122e+02,2.754125518663240735e-01,-1.509311398403766624e+01,-4.903401696635745211e-02,6.365160494588242845e-02,-3.017213077310296546e-02,-9.315900235031556731e-01,-7.918254546767118374e-01,-1.337537206967983838e+00,1.813663464587543331e+03,-1.063266551332625340e+03,1.541102745084961498e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
2.600000000000000000e+01,1.641675153740645783e+02,2.695774684627049722e-01,-1.532195875384062411e+01,-4.811183407797563899e-02,6.473574089632901096e-02,-2.967520331299912731e-02,-9.110813593246974706e-01,-7.768020210239534595e-01,-1.435345517870842302e+00,1.824506323891059537e+03,-1.185163783961276067e+03,1.649518986590978329e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
2.700000000000000000e+01,1.665015132720796487e+02,2.646029820240211050e-01,-1.552654189355560455e+01,-4.724937961786219304e-02,6.560430220440750804e-02,-2.932416689315254718e-02,-8.916568076241140339e-01,-7.594719937244299723e-01,-1.531884473629306020e+00,1.823817526350426988e+03,-1.311291009180149558e+03,1.757411010767612197e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
2.800000000000000000e+01,1.685614213565363002e+02,2.590812182899125404e-01,-1.570656017994862452e+01,-4.641825242131606549e-02,6.627259418072366237e-02,-2.910158771931742674e-02,-8.737525212031693744e-01,-7.401342721039332329e-01,-1.626853364073717501e+00,1.811074738361719710e+03,-1.440572033464126889e+03,1.864239113188747979e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
2.900000000000000000e+01,1.703463329640221957e+02,2.537451153854596853e-01,-1.586190487850241482e+01,-4.566996712873753334e-02,6.675753108445864337e-02,-2.898224866417194526e-02,-8.576478738082446984e-01,-7.191133840898955576e-01,-1.720072359985710397e+00,1.785899768590222038e+03,-1.571837219255580749e+03,1.969494744507893529e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
3.000000000000000000e+01,1.718578811251188654e+02,2.485511736946481032e-01,-1.599278556022208875e+01,-4.496906045801445789e-02,6.707417805606059880e-02,-2.897324134835075823e-02,-8.435330022736680089e-01,-6.967351001694810364e-01,-1.811450090006749836e+00,1.748069435660352156e+03,-1.703846323297420668e+03,2.072709178929063455e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
3.100000000000000000e+01,1.731001550704136775e+02,2.432774865443065870e-01,-1.609959122532086795e+01,-4.431257157736886998e-02,6.723660588439246688e-02,-2.906384774629666365e-02,-8.315239211325270441e-01,-6.733217983233226178e-01,-1.900970844626159728e+00,1.697522113481774568e+03,-1.835312992092070999e+03,2.173461179486150286e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
3.200000000000000000e+01,1.740795788947962421e+02,2.380616659469360630e-01,-1.618291839291720535e+01,-4.370649877996224397e-02,6.725878393279750844e-02,-2.924472827093909516e-02,-8.216623311068703694e-01,-6.491902148828445629e-01,-1.988681125470735722e+00,1.634359821920729928e+03,-1.964929988931384059e+03,2.271383410074794028e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
3.300000000000000000e+01,1.748047689250538497e+02,2.328967247307704991e-01,-1.624357568892420645e+01,-4.314223605017776519e-02,6.715421440121149832e-02,-2.951217209337811745e-02,-8.139400487659947947e-01,-6.246444436854059479e-01,-2.074670775849076776e+00,1.558845998700984183e+03,-2.091394256814689925e+03,2.366167399319004744e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
3.400000000000000000e+01,1.752863714461754796e+02,2.277407538058117131e-01,-1.628254771058636763e+01,-4.261670856062629853e-02,6.693609339192503616e-02,-2.985970515314146506e-02,-8.083116165100479034e-01,-5.999731366932309351e-01,-2.159059867771730090e+00,1.471399239753017355e+03,-2.213430970783168959e+03,2.457566938760896846e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
3.500000000000000000e+01,1.755368781994325502e+02,2.226166468194588632e-01,-1.630098369080827680e+01,-4.212919857710057531e-02,6.661750855126750970e-02,-3.028097991403347344e-02,-8.047021314327301722e-01,-5.754478554679320901e-01,-2.241987849713115821e+00,1.372583450933057975e+03,-2.329815826980175189e+03,2.545399869143463548e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
3.600000000000000000e+01,1.755704253940663762e+02,2.175292718420258065e-01,-1.630018283362987219e+01,-4.167656671461468509e-02,6.621138838589400721e-02,-3.077083772204986314e-02,-8.030169660133940068e-01,-5.513211723502786654e-01,-2.323603909920731070e+00,1.263094985508118270e+03,-2.439394950567127125e+03,2.629548278896700140e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
3.700000000000000000e+01,1.754025803085040991e+02,2.124733393590947927e-01,-1.628157136538472116e+01,-4.125644634212499023e-02,6.573050904311718290e-02,-3.132376333041823890e-02,-8.031482524355830765e-01,-5.278257308706235662e-01,-2.404059992104213173e+00,1.143747419191295876e+03,-2.541101953840056012e+03,2.709957203511683474e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
3.800000000000000000e+01,1.750501186559917812e+02,2.074563976934825360e-01,-1.624668247798733844e+01,-4.086727543176478517e-02,6.518750407001157321e-02,-3.193410839228007919e-02,-8.049789381879396410e-01,-5.051738115549627706e-01,-2.483505728366028009e+00,1.015454655240250418e+03,-2.633971836363883995e+03,2.786631968172546749e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
3.900000000000000000e+01,1.745307970342738599e+02,2.024864784677357088e-01,-1.619713633823307575e+01,-4.050724747300007977e-02,6.459482274875798236e-02,-3.259634351546726594e-02,-8.083861774074758699e-01,-4.835569763864600579e-01,-2.562084679682038679e+00,8.792130552460672561e+02,-2.717151581065138998e+03,2.859634357285780425e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
4.000000000000000000e+01,1.738631244015301718e+02,1.975706345000506348e-01,-1.613461859646975327e+01,-4.017476333188520210e-02,6.396468268980023963e-02,-3.330473717515912424e-02,-8.132436235791206114e-01,-4.631459177455217180e-01,-2.639931855460354360e+00,7.360832574800082284e+02,-2.789907450852001148e+03,2.929077822641776038e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
4.100000000000000000e+01,1.730661358590442944e+02,1.927201104547944799e-01,-1.606085952156220031e+01,-3.986857180521105604e-02,6.330902009486684412e-02,-3.405329002039588632e-02,-8.194227950779209291e-01,-4.440904459142059335e-01,-2.717172234658891572e+00,5.871722824158900949e+02,-2.851629123326169065e+03,2.995121956442736519e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
4.200000000000000000e+01,1.721591717027588402e+02,1.879488750556961019e-01,-1.597761387222145402e+01,-3.958755675317501832e-02,6.263942647560828691e-02,-3.483575757194765782e-02,-8.267940486895064556e-01,-4.265195025101019000e-01,-2.793920003414046338e+00,4.336164415980999252e+02,-2.901830911716677747e+03,3.057966457315457774e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
4.300000000000000000e+01,1.711616641863373047e+02,1.832729024905067339e-01,-1.588664120043212158e+01,-3.933079012879100306e-02,6.196707962221216504e-02,-3.564556589868129316e-02,-8.352272554118749248e-01,-4.105412112277588843e-01,-2.870278381156321501e+00,2.765654684406983961e+02,-2.940150404435446035e+03,3.117844808445368926e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
4.400000000000000000e+01,1.700929338268561253e+02,1.787112115668298973e-01,-1.578968706180613957e+01,-3.909757287703154172e-02,6.130267199577918436e-02,-3.647577332204426231e-02,-8.445922639352352324e-01,-3.962429696351630892e-01,-2.946339907544772707e+00,1.171681854366827480e+02,-2.966344912934150670e+03,3.175017869159515612e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
4.500000000000000000e+01,1.689719966009465679e+02,1.742855828531768292e-01,-1.568846530401217620e+01,-3.888738175859605267e-02,6.065633500038859066e-02,-3.731907689704077463e-02,-8.547593129808881418e-01,-3.836915719405865066e-01,-3.022187067137664052e+00,-4.344008176218607531e+01,-2.980286149031343939e+03,3.229767556985711508e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
4.600000000000000000e+01,1.678173829588670571e+02,1.700201199663449458e-01,-1.558464140700699296e+01,-3.869985791692451965e-02,6.003756104051403281e-02,-3.816781640455767233e-02,-8.655994499280562637e-01,-3.729333820510009612e-01,-3.097893171127685363e+00,-2.041482315407676538e+02,-2.981953560829042544e+03,3.282390768812359966e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
4.700000000000000000e+01,1.666469692377180820e+02,1.659410898211286234e-01,-1.547981699535902322e+01,-3.853479146521066045e-02,5.945512499474267520e-02,-3.901400681178986835e-02,-8.769849785795313934e-01,-3.639945806318038990e-01,-3.173523424899496792e+00,-3.638782320058679147e+02,-2.971426744168835285e+03,3.333193659455590932e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
4.800000000000000000e+01,1.654778218405826067e+02,1.620763540391003954e-01,-1.537551559024020698e+01,-3.839207731456319161e-02,5.891700578191809423e-02,-3.984940340158469457e-02,-8.887899639802473439e-01,-3.568815064482932509e-01,-3.249136112492283068e+00,-5.215921391527680271e+02,-2.948877318293509234e+03,3.382486365610721350e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
4.900000000000000000e+01,1.643260544510672219e+02,1.584546288375363599e-01,-1.527316961751778912e+01,-3.827167281708237362e-02,5.843030966725687447e-02,-4.066558911813671767e-02,-9.008907906661602905e-01,-3.515811179613055337e-01,-3.324783838942624747e+00,-6.762974045008762687e+02,-2.914560614024083861e+03,3.430578234380247522e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
5.000000000000000000e+01,1.632066985571588305e+02,1.551046861053355930e-01,-1.517410872896748764e+01,-3.817354814930085105e-02,5.800119726434566775e-02,-4.145409025663705088e-02,-9.131667562504023339e-01,-3.480615999308774300e-01,-3.400514774243928784e+00,-8.270506379697454804e+02,-2.868807474237392398e+03,3.477773589484996137e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
5.100000000000000000e+01,1.621335876556678670e+02,1.520543691505417128e-01,-1.507954949257929300e+01,-3.809762673979255609e-02,5.763481635032991629e-02,-4.220651874412327531e-02,-9.255006814532982240e-01,-3.462731350495201754e-01,-3.476373844402286029e+00,-9.729600267537693981e+02,-2.812016413254401868e+03,3.524368045648507177e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
5.200000000000000000e+01,1.611192556660864170e+02,1.493295298430115381e-01,-1.499058650989860020e+01,-3.804372543279632007e-02,5.733524317424617406e-02,-4.291473494857400012e-02,-9.377795116810119236e-01,-3.461488567825801721e-01,-3.552403819853719558e+00,-1.113186633171769927e+03,-2.744646326877560114e+03,3.570645362925401969e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
5.300000000000000000e+01,1.601748502638846219e+02,1.469529480512929143e-01,-1.490818503898505476e+01,-3.801149486013618434e-02,5.710543523653008324e-02,-4.357102711134843570e-02,-9.498948871538742678e-01,-3.476059927007532080e-01,-3.628646256171214723e+00,-1.246944805298324127e+03,-2.667209890623054434e+03,3.616874818045921529e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
5.400000000000000000e+01,1.593100620117958783e+02,1.449432644843750839e-01,-1.483317520548896518e+01,-3.800036407395109006e-02,5.694719866889741411e-02,-4.416829962601269421e-02,-9.617436653122134471e-01,-3.505471992844185203e-01,-3.705142248350702605e+00,-1.373501935219006100e+03,-2.580267731967148848e+03,3.663309059069316845e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
5.500000000000000000e+01,1.585330702839826529e+02,1.433140152786922805e-01,-1.476624788423775847e+01,-3.800949518900118701e-02,5.686117336509101394e-02,-4.470026086652510722e-02,-9.732283861017017035e-01,-3.548620806497759239e-01,-3.781932968383058480e+00,-1.492177792559255977e+03,-2.484423414432422760e+03,3.710182402491038829e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
5.600000000000000000e+01,1.578505070083809017e+02,1.420728301147835826e-01,-1.470795232760638704e+01,-3.803775123123833563e-02,5.684683870566471786e-02,-4.516160101176201064e-02,-9.842576801231861516e-01,-3.604288744232129749e-01,-3.859059965214924670e+00,-1.602343647020128628e+03,-2.380319227904114541e+03,3.757709528036700249e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
5.700000000000000000e+01,1.572674391727377383e+02,1.412208496909459210e-01,-1.465869559709960512e+01,-3.808368093646815472e-02,5.690254212048958399e-02,-4.554814939379531885e-02,-9.947466286651873713e-01,-3.671162793189892137e-01,-3.936565216666625400e+00,-1.703421374334046504e+03,-2.268632741184298993e+03,3.806084525228195162e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
5.800000000000000000e+01,1.567873708368966277e+02,1.407524130985274846e-01,-1.461874382627040170e+01,-3.814552281025393454e-02,5.702555183163249275e-02,-4.585700166112743198e-02,-1.004617091751012437e+00,-3.747853915174413353e-01,-4.014490933804562900e+00,-1.794882716463660472e+03,-2.150074039722063389e+03,3.855480246925057600e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
5.900000000000000000e+01,1.564122650697960069e+02,1.406550387644718292e-01,-1.458822530605584511e+01,-3.822122889795002976e-02,5.721213393722245771e-02,-4.608660849117771074e-02,-1.013798025133551883e+00,-3.832917111772721208e-01,-4.092879129030335683e+00,-1.876248839952648041e+03,-2.025383543821905505e+03,3.906047927926623743e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
6.000000000000000000e+01,1.561425858011058381e+02,1.409097039269847917e-01,-1.456713534008528832e+01,-3.830850732871044634e-02,5.745765264295750463e-02,-4.623681967301254692e-02,-1.022225808307094752e+00,-3.924871770555178885e-01,-4.171770969415572239e+00,-1.947090306888070700e+03,-1.895330280482946364e+03,3.957917030888248064e+03,0.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00
