t,u,v,w,p,q,r,phi,theta,psi
1.100000000000000000e+02,2.411373650454381163e+02,2.928038764671494931e+00,-3.877825670090188481e+01,-3.371073327715721213e-01,1.803699097240478791e-02,4.863168676801239015e-02,-2.815892408251470247e+00,-1.424372689852928309e+00,-2.698243228878901334e+01
1.110000000000000000e+02,2.411435527292319705e+02,2.927453683136725715e+00,-3.877881461692539489e+01,-3.370687058116633716e-01,1.796807692446189889e-02,4.855347993546670071e-02,-2.800156580000763284e+00,-1.425479814672071743e+00,-2.733904067730670917e+01
1.120000000000000000e+02,2.411478069841403453e+02,2.926748395606998621e+00,-3.877922413279171820e+01,-3.370213448139969814e-01,1.792866548607720267e-02,4.845747159054619030e-02,-2.783340110083647456e+00,-1.425712745096542999e+00,-2.769666210269713247e+01
1.130000000000000000e+02,2.411502352683125707e+02,2.926017410925815465e+00,-3.877951998723574434e+01,-3.369719844798252928e-01,1.792092803498089928e-02,4.835585828693542143e-02,-2.767665217379305265e+00,-1.425110090944596175e+00,-2.805309041890004096e+01
1.140000000000000000e+02,2.411511064412391363e+02,2.925350283588553424e+00,-3.877974151657205226e+01,-3.369269996630873121e-01,1.794333298581888073e-02,4.826050993992288263e-02,-2.755000783905984019e+00,-1.423813272135040275e+00,-2.840647808258250606e+01
1.150000000000000000e+02,2.411508110792706532e+02,2.924822078163537675e+00,-3.877992837047988672e+01,-3.368917304429802084e-01,1.799110617534832243e-02,4.818167376524640916e-02,-2.746593431553018938e+00,-1.422036361703378660e+00,-2.875560223464325205e+01
1.160000000000000000e+02,2.411498110663443128e+02,2.924486195574746095e+00,-3.878011647550479069e+01,-3.368699749273944000e-01,1.805701488623053658e-02,4.812696211506790195e-02,-2.742974709843765790e+00,-1.420028507202385715e+00,-2.909995463087625822e+01
1.170000000000000000e+02,2.411485849299394886e+02,2.924370155459947274e+00,-3.878033467463745154e+01,-3.368636913472065064e-01,1.813236196489736649e-02,4.810071229250669628e-02,-2.744021801190708043e+00,-1.418037913908593017e+00,-2.943967833457983474e+01
1.180000000000000000e+02,2.411475753492042600e+02,2.924474558881457575e+00,-3.878060237046548764e+01,-3.368729252069041502e-01,1.820806372609527768e-02,4.810375821656694834e-02,-2.749105577133307055e+00,-1.416283162681561736e+00,-2.977541760019758854e+01
1.190000000000000000e+02,2.411471445124146271e+02,2.924775096970358756e+00,-3.878092836785016573e+01,-3.368959522050721245e-01,1.827568710894400192e-02,4.813360615746570953e-02,-2.757261578750036524e+00,-1.414933842441375100e+00,-3.010814555840160978e+01
1.200000000000000000e+02,2.411475416880553269e+02,2.925227156182776955e+00,-3.878131096487558693e+01,-3.369296054721070410e-01,1.832833600778385752e-02,4.818496419940946490e-02,-2.767344791622082134e+00,-1.414099908509350190e+00,-3.043900892408149161e+01
1.210000000000000000e+02,2.411488856870600728e+02,2.925772325283108266e+00,-3.878173919544375536e+01,-3.369697381614443765e-01,1.836130124388148099e-02,4.825054109738942387e-02,-2.778154969832105969e+00,-1.413828154421623351e+00,-3.076920296972463120e+01
1.220000000000000000e+02,2.411511630442821286e+02,2.926345951667622014e+00,-3.878219500093624816e+01,-3.370117609815523885e-01,1.837242019632822146e-02,4.832200728282054492e-02,-2.788535399059847819e+00,-1.414104199524708783e+00,-3.109987378255372903e+01
1.230000000000000000e+02,2.411542409460269880e+02,2.926884836519666688e+00,-3.878265601670156570e+01,-3.370511898214289537e-01,1.836212726100540371e-02,4.839100048783106373e-02,-2.797454051720752233e+00,-1.414858836787635354e+00,-3.143203868741438711e+01
1.240000000000000000e+02,2.411578923681763342e+02,2.927334202033303079e+00,-3.878309861140310488e+01,-3.370841415268264751e-01,1.833321141962776166e-02,4.845006129108752474e-02,-2.804075203456881660e+00,-1.415978040082709111e+00,-3.176651654987865925e+01
1.250000000000000000e+02,2.411618297193682849e+02,2.927653201700197716e+00,-3.878350081641358571e+01,-3.371077256547185819e-01,1.829032861987695685e-02,4.849339910797127728e-02,-2.807824617454411698e+00,-1.417316177692252266e+00,-3.210386461289171223e+01
1.260000000000000000e+02,2.411657426081198992e+02,2.927818457734564284e+00,-3.878384482463113159e+01,-3.371202953356675636e-01,1.823934105901056993e-02,4.851741469483216579e-02,-2.808444394883943929e+00,-1.418711914532747365e+00,-3.244432553342307557e+01
1.270000000000000000e+02,2.411693352140688376e+02,2.927825370021892581e+00,-3.878411881397570937e+01,-3.371215391283149954e-01,1.818657026094530269e-02,4.852093781119651283e-02,-2.806026630239657038e+00,-1.420005884416059683e+00,-3.278779527701370000e+01
1.280000000000000000e+02,2.411723591216373279e+02,2.927687214620143585e+00,-3.878431794772570385e+01,-3.371124154320331301e-01,1.813805466647428963e-02,4.850517410109898148e-02,-2.801011087434452929e+00,-1.421058559821153588e+00,-3.313382650454207834e+01
1.290000000000000000e+02,2.411746382915686695e+02,2.927432302244054707e+00,-3.878444450816451194e+01,-3.370949490799169390e-01,1.809889539951574020e-02,4.847338903651222247e-02,-2.794134661683252752e+00,-1.421766085402771829e+00,-3.348167960348635575e+01
1.300000000000000000e+02,2.411760839781277070e+02,2.927099668518555298e+00,-3.878450721921822009e+01,-3.370719240089667390e-01,1.807275746574036127e-02,4.843038483439070230e-02,-2.786331053355119991e+00,-1.422071558490555665e+00,-3.383042292630792502e+01
1.310000000000000000e+02,2.411766986948725275e+02,2.926733897433429377e+00,-3.878451989778860565e+01,-3.370465149584258580e-01,1.806157059101539189e-02,4.838184556241002798e-02,-2.778594960264139768e+00,-1.421969689218406163e+00,-3.417906798512576927e+01
1.320000000000000000e+02,2.411765696292913503e+02,2.926379728162768590e+00,-3.878449963520560573e+01,-3.370219044019005517e-01,1.806544759714659443e-02,4.833363456212261267e-02,-2.771838655028582288e+00,-1.421504008350620296e+00,-3.452671184633809531e+01
1.330000000000000000e+02,2.411758530579023443e+02,2.926077065437759916e+00,-3.878446474552534795e+01,-3.370009286150266181e-01,1.808281211955219819e-02,4.829112674266019395e-02,-2.766772243606856918e+00,-1.420757422912973356e+00,-3.487265557667425497e+01
1.340000000000000000e+02,2.411747521995151828e+02,2.925856916609888447e+00,-3.878443272495769634e+01,-3.369857898015902187e-01,1.811070465287797221e-02,4.825864747432023760e-02,-2.763830059426598318e+00,-1.419838295392845673e+00,-3.521647645135347204e+01
1.350000000000000000e+02,2.411734914869055899e+02,2.925738632370226799e+00,-3.878441844773568192e+01,-3.369778608346617466e-01,1.814521864526930442e-02,4.823907194412192789e-02,-2.763149803782882330e+00,-1.418864831062093046e+00,-3.555804747654542552e+01
1.360000000000000000e+02,2.411722904038155946e+02,2.925728653798228329e+00,-3.878443278179545217e+01,-3.369775968767204644e-01,1.818200799049015173e-02,4.823361664776173313e-02,-2.764596565309151988e+00,-1.417950322936142316e+00,-3.589751223644565670e+01
1.370000000000000000e+02,2.411713398375964061e+02,2.925820787235500209e+00,-3.878448174835817497e+01,-3.369845553796247395e-01,1.821680420275279683e-02,4.824183101725548067e-02,-2.767816293056291954e+00,-1.417191034895297630e+00,-3.623523059997501150e+01
1.380000000000000000e+02,2.411707833896115574e+02,2.925997859841956483e+00,-3.878456628019313968e+01,-3.369975140621460086e-01,1.824588541173667589e-02,4.826177465231566710e-02,-2.772303058333219550e+00,-1.416657623122917764e+00,-3.657171101878977026e+01
1.390000000000000000e+02,2.411707053468362290e+02,2.926234468863490701e+00,-3.878468256224040545e+01,-3.370146665491958182e-01,1.826644906190677542e-02,4.829034646135734604e-02,-2.777468534525363353e+00,-1.416390298523717561e+00,-3.690754100753193256e+01
1.400000000000000000e+02,2.411711261481656550e+02,2.926500438858103514e+00,-3.878482287363820546e+01,-3.370338683060321028e-01,1.827685435861136146e-02,4.832371792127702903e-02,-2.782707119299551390e+00,-1.416397512386885715e+00,-3.724332235652720868e+01
1.410000000000000000e+02,2.411720052831716998e+02,2.926764550956901356e+00,-3.878497679923070507e+01,-3.370529018774073293e-01,1.827671729244468440e-02,4.835781472616536292e-02,-2.787453849671115869e+00,-1.416657755484930670e+00,-3.757961386144993554e+01
1.420000000000000000e+02,2.411732507395680329e+02,2.926998109097782130e+00,-3.878513264650194259e+01,-3.370697304530894112e-01,1.826685856713211251e-02,4.838878975231251239e-02,-2.791234005648319805e+00,-1.417123993444137087e+00,-3.791688257944498019e+01
1.430000000000000000e+02,2.411747334533195044e+02,2.927177957119707408e+00,-3.878527889309854970e+01,-3.370827122450419377e-01,1.824912104714195363e-02,4.841343527983972550e-02,-2.793703314449217157e+00,-1.417730221613917596e+00,-3.825546458767281166e+01
1.440000000000000000e+02,2.411763047738107844e+02,2.927288649567065359e+00,-3.878540550029962475e+01,-3.370907545113905335e-01,1.822608671787241674e-02,4.842949287968458666e-02,-2.794676683519514704e+00,-1.418399548579875269e+00,-3.859553720052659997e+01
1.450000000000000000e+02,2.411778147689937271e+02,2.927323595671130096e+00,-3.878550495600872239e+01,-3.370933944074189781e-01,1.820073228051753006e-02,4.843583382495485201e-02,-2.794142338311975227e+00,-1.419053090835719955e+00,-3.893710566388539007e+01
1.460000000000000000e+02,2.411791292647597231e+02,2.927285125122191189e+00,-3.878557295218765688e+01,-3.370908030839417369e-01,1.817606658775990786e-02,4.843249943799861346e-02,-2.792258071620337567e+00,-1.419618809796452608e+00,-3.928000753512178278e+01
1.470000000000000000e+02,2.411801438127238555e+02,2.927183550017019797e+00,-3.878560865016914505e+01,-3.370837184324940172e-01,1.815479200009826807e-02,4.842060738926287633e-02,-2.789327731682879730e+00,-1.420039313663252534e+00,-3.962393656643823192e+01
1.480000000000000000e+02,2.411807932606463964e+02,2.927035405217989883e+00,-3.878561453684373816e+01,-3.370733195460028919e-01,1.813902588145967915e-02,4.840214467261644976e-02,-2.785759177199273129e+00,-1.420277665557035940e+00,-3.996848484152733505e+01
1.490000000000000000e+02,2.411810561924008312e+02,2.926861127984902389e+00,-3.878559591974907050e+01,-3.370610615197700000e-01,1.813010888419703051e-02,4.837967920240201364e-02,-2.782008922859133815e+00,-1.420320448776074773e+00,-4.031319795331148725e+01
1.500000000000000000e+02,2.411809541342987018e+02,2.926682480331527447e+00,-3.878556014513102213e+01,-3.370484921910692488e-01,1.812851480619979971e-02,4.835602866579186837e-02,-2.778522096632222826e+00,-1.420177738466530615e+00,-4.065763464211343603e+01
1.510000000000000000e+02,2.411805460177426994e+02,2.926520022281853262e+00,-3.878551564702411270e+01,-3.370370726965684627e-01,1.813386420867111465e-02,4.833392701716650308e-02,-2.775677631402800216e+00,-1.419880133037705994e+00,-4.100142103454992792e+01
1.520000000000000000e+02,2.411799188806039069e+02,2.926390913882870759e+00,-3.878547094575997534e+01,-3.370280215339442886e-01,1.814503217729606863e-02,4.831572604634318951e-02,-2.773747173555287659e+00,-1.419473471028594336e+00,-4.134429107681388871e+01
1.530000000000000000e+02,2.411791761339796949e+02,2.926307265049707951e+00,-3.878543371099848258e+01,-3.370221976237806616e-01,1.816033086525959891e-02,4.830316254661842085e-02,-2.772872611798838260e+00,-1.419012171050816562e+00,-4.168610833914517144e+01
1.540000000000000000e+02,2.411784248902833667e+02,2.926275174157243253e+00,-3.878540998871920209e+01,-3.370200323234652795e-01,1.817774068054357414e-02,4.829721188199002924e-02,-2.773062873179520604e+00,-1.418552221353891030e+00,-4.202686861928334139e+01
1.550000000000000000e+02,2.411777638379580821e+02,2.926294509009099709e+00,-3.878540366612640611e+01,-3.370215141652393442e-01,1.819516065461114843e-02,4.829803753146570677e-02,-2.774207170209617157e+00,-1.418144732494908578e+00,-4.236668622257770522e+01
1.560000000000000000e+02,2.411772729729672733e+02,2.926359397629438419e+00,-3.878541621652760796e+01,-3.370262239894535328e-01,1.821064871489882706e-02,4.830503482487151501e-02,-2.776100004009518507e+00,-1.417830729032483639e+00,-4.270576865659919008e+01
1.570000000000000000e+02,2.411770061899845814e+02,2.926459320406921805e+00,-3.878544673188439162e+01,-3.370334127637799049e-01,1.822262596251499056e-02,4.831695681693864985e-02,-2.778472899061081858e+00,-1.417637582211255243e+00,-4.304438478528768286e+01
1.580000000000000000e+02,2.411769873412170568e+02,2.926580636824112958e+00,-3.878549221792134460e+01,-3.370421102389814516e-01,1.823002500843580106e-02,4.833210208919577755e-02,-2.781028510514297558e+00,-1.417577238833557018e+00,-4.338283079960766742e+01
1.590000000000000000e+02,2.411772099384834291e+02,2.926708344313586618e+00,-3.878554809904218814e+01,-3.370512500494508568e-01,1.823237011023335144e-02,4.834853893796304397e-02,-2.783473750657373902e+00,-1.417646209354449294e+00,-4.372139733519321680e+01
1.600000000000000000e+02,2.411776402551973320e+02,2.926827855986256832e+00,-3.878560886065575630e+01,-3.370597960920923009e-01,1.822978532168237006e-02,4.836433827308225797e-02,-2.785549460558217838e+00,-1.417827139229557387e+00,-4.406034017128231284e+01
1.610000000000000000e+02,2.411782232246383728e+02,2.926926597582376388e+00,-3.878566874654611496e+01,-3.370668559818978394e-01,1.822293514471789652e-02,4.837778862765352433e-02,-2.787054720211983305e+00,-1.418091686227436865e+00,-4.439985636674865788e+01
1.620000000000000000e+02,2.411788902649046520e+02,2.926995258880691342e+00,-3.878572242905607226e+01,-3.370717698684338459e-01,1.821290936141712821e-02,4.838757063110351447e-02,-2.787864201393020380e+00,-1.418404347050330250e+00,-4.474006737349262153e+01
1.630000000000000000e+02,2.411795680118127336e+02,2.927028585652977188e+00,-3.878576557928015234e+01,-3.370741665254903263e-01,1.820106909737751258e-02,4.839287449703202210e-02,-2.787937222794469427e+00,-1.418726811994653669e+00,-4.508101041395688924e+01
1.640000000000000000e+02,2.411801869167204870e+02,2.927025658248028073e+00,-3.878579528135054488e+01,-3.370739829065066973e-01,1.818887424512127815e-02,4.839345167778348611e-02,-2.787317602342412215e+00,-1.419022381109139364e+00,-4.542263898201680661e+01
1.650000000000000000e+02,2.411806887602788549e+02,2.926989664568499627e+00,-3.878581025670492011e+01,-3.370714477543638732e-01,1.817771296468828623e-02,4.838959988322093231e-02,-2.786124177036866101e+00,-1.419259963641485101e+00,-4.576483256341298755e+01
1.660000000000000000e+02,2.411810323261526321e+02,2.926927231394189644e+00,-3.878581088808256538e+01,-3.370670338512721242e-01,1.816875218560842428e-02,4.838208820331288407e-02,-2.784532972311340338e+00,-1.419417221668766604e+00,-4.610741457547817390e+01
1.670000000000000000e+02,2.411811967417474989e+02,2.926847422685191713e+00,-3.878579905607195144e+01,-3.370613866634769029e-01,1.816282423782588848e-02,4.837203528690863646e-02,-2.782753248927684275e+00,-1.419482519133820064e+00,-4.645017629599728082e+01
1.680000000000000000e+02,2.411811822911500656e+02,2.926760542453990421e+00,-3.878577782084567360e+01,-3.370552391791777902e-01,1.816035952431564737e-02,4.836075780227588883e-02,-2.781000691654549772e+00,-1.419455494137453755e+00,-4.679290352990609847e+01
1.690000000000000000e+02,2.411810088026987557e+02,2.926676890987936375e+00,-3.878575099636787371e+01,-3.370493235162791423e-01,1.816136922111455040e-02,4.834960840288152900e-02,-2.779471483714441415e+00,-1.419346261942125320e+00,-4.713540229525102632e+01
1.700000000000000000e+02,2.411807119765925904e+02,2.926605616819134337e+00,-3.878572267265716533e+01,-3.370442894077136375e-01,1.816547608218281248e-02,4.833982210092490489e-02,-2.778320747253773426e+00,-1.419173442369787264e+00,-4.747752008218800057e+01
1.710000000000000000e+02,2.411803382198924623e+02,2.926553785051403178e+00,-3.878569674322709915e+01,-3.370406381142622698e-01,1.817198620296948952e-02,4.833238753814999428e-02,-2.777647889042087925e+00,-1.418961350780909791e+00,-4.781916018399199686e+01
1.720000000000000000e+02,2.411799386793191218e+02,2.926525749174576863e+00,-3.878567648994366124e+01,-3.370386779327981253e-01,1.817999058703952120e-02,4.832795558259633806e-02,-2.777490059414758683e+00,-1.418736771133874974e+00,-4.816028792981357043e+01
1.730000000000000000e+02,2.411795631988050559e+02,2.926522872999683500e+00,-3.878566426723960348e+01,-3.370385045925951006e-01,1.818848291051356619e-02,4.832679255987382128e-02,-2.777823584173959137e+00,-1.418525736403123183e+00,-4.850092899263905366e+01
1.740000000000000000e+02,2.411792548814641179e+02,2.926543606865692482e+00,-3.878566131342680734e+01,-3.370400068186035214e-01,1.819647913206522485e-02,4.832877990138562813e-02,-2.778572168100645889e+00,-1.418350687475253613e+00,-4.884116099907590325e+01
1.750000000000000000e+02,2.411790458162750497e+02,2.926583882618307708e+00,-3.878566770059764224e+01,-3.370428945281175315e-01,1.820312549609748309e-02,4.833345670024549734e-02,-2.779620038391346082e+00,-1.418228288496143019e+00,-4.918110028783834053e+01
1.760000000000000000e+02,2.411789543571840397e+02,2.926637759166048625e+00,-3.878568241826306462e+01,-3.370467448073861672e-01,1.820778379426699067e-02,4.834009717000877643e-02,-2.780827978262576217e+00,-1.418168067669197452e+00,-4.952088587087823157e+01
1.770000000000000000e+02,2.411789841397701082e+02,2.926698227733753210e+00,-3.878570357127560442e+01,-3.370510592044114184e-01,1.821008612229421675e-02,4.834781173275735228e-02,-2.782050277935057991e+00,-1.418171945562111569e+00,-4.986066256349871395e+01
1.780000000000000000e+02,2.411791248128924110e+02,2.926758075011222537e+00,-3.878572866125676200e+01,-3.370553250989978267e-01,1.820995534582856012e-02,4.835565868781652177e-02,-2.783150864789057266e+00,-1.418234618386297496e+00,-5.020056500607997663e+01
1.790000000000000000e+02,2.411793542733071547e+02,2.926810703586413265e+00,-3.878575491372807704e+01,-3.370590739974344552e-01,1.820759158918620890e-02,4.836275321606960803e-02,-2.784017165765296120e+00,-1.418344685533857508e+00,-5.054070400204474112e+01
1.800000000000000000e+02,2.411796420397904228e+02,2.926850821358629950e+00,-3.878577961091077242e+01,-3.370619304768736613e-01,1.820342882234779469e-02,4.836836176519395541e-02,-2.784570560280003715e+00,-1.418486349649790590e+00,-5.088115628776151311e+01
